Time(s),CH1V
9.650000e-01,9.339962e-01
9.700000e-01,5.623592e-01
9.750000e-01,-2.316253e-02
9.800000e-01,-6.151426e-01
9.850000e-01,-9.631786e-01
9.900000e-01,-9.369862e-01
9.950000e-01,-5.718474e-01
1.000000e+00,1.662440e-02
1.005000e+00,6.074882e-01
1.010000e+00,9.555242e-01
1.015000e+00,9.308069e-01
1.020000e+00,5.641930e-01
1.025000e+00,-3.364746e-02
1.030000e+00,-6.023055e-01
1.035000e+00,-9.627002e-01
1.040000e+00,-9.378234e-01
1.045000e+00,-5.645518e-01
1.050000e+00,2.164760e-02
1.055000e+00,6.068105e-01
1.060000e+00,9.479097e-01
1.065000e+00,9.301291e-01
1.070000e+00,5.653890e-01
1.075000e+00,-3.328867e-02
1.080000e+00,-6.042989e-01
1.085000e+00,-9.613846e-01
1.090000e+00,-9.368267e-01
1.095000e+00,-5.633558e-01
1.100000e+00,1.794000e-02
1.105000e+00,6.089633e-01
1.110000e+00,9.568797e-01
1.115000e+00,9.292919e-01
1.120000e+00,5.651897e-01
1.125000e+00,-3.536173e-02
1.130000e+00,-6.137872e-01
1.135000e+00,-9.670457e-01
1.140000e+00,-9.442021e-01
1.145000e+00,-5.735617e-01
1.150000e+00,1.526893e-02
1.155000e+00,6.089633e-01
1.160000e+00,9.493449e-01
1.165000e+00,9.329996e-01
1.170000e+00,5.542263e-01
1.175000e+00,-2.280373e-02
1.180000e+00,-6.039799e-01
1.185000e+00,-9.619029e-01
1.190000e+00,-9.366673e-01
1.195000e+00,-5.627180e-01
1.200000e+00,1.510947e-02
1.205000e+00,6.091626e-01
1.210000e+00,9.495442e-01
1.215000e+00,9.299697e-01
1.220000e+00,5.675418e-01
1.225000e+00,-3.101626e-02
1.230000e+00,-6.040996e-01
1.235000e+00,-9.528930e-01
1.240000e+00,-9.483083e-01
1.245000e+00,-5.627180e-01
1.250000e+00,1.813933e-02
1.255000e+00,6.061327e-01
1.260000e+00,9.557235e-01
1.265000e+00,9.391789e-01
1.270000e+00,5.655485e-01
1.275000e+00,-3.344813e-02
1.280000e+00,-6.064916e-01
1.285000e+00,-9.624211e-01
1.290000e+00,-9.349928e-01
1.295000e+00,-5.703723e-01
1.300000e+00,1.877720e-02
1.305000e+00,5.996345e-01
1.310000e+00,9.573979e-01
1.315000e+00,9.410127e-01
1.320000e+00,5.583326e-01
1.325000e+00,-3.468400e-02
1.330000e+00,-6.063321e-01
1.335000e+00,-9.516970e-01
1.340000e+00,-9.355111e-01
1.345000e+00,-5.648708e-01
1.350000e+00,1.766093e-02
1.355000e+00,6.098005e-01
1.360000e+00,9.571986e-01
1.365000e+00,9.401755e-01
1.370000e+00,5.640336e-01
1.375000e+00,-3.149467e-02
1.380000e+00,-6.039799e-01
1.385000e+00,-9.650922e-01
1.390000e+00,-9.461555e-01
1.395000e+00,-5.623592e-01
1.400000e+00,2.264426e-02
1.405000e+00,6.026245e-01
1.410000e+00,9.503814e-01
1.415000e+00,9.404945e-01
1.420000e+00,5.637146e-01
1.425000e+00,-2.316253e-02
1.430000e+00,-6.123520e-01
1.435000e+00,-9.617434e-01
1.440000e+00,-9.461555e-01
1.445000e+00,-5.758740e-01
1.450000e+00,1.929547e-02
1.455000e+00,6.078072e-01
1.460000e+00,9.522153e-01
1.465000e+00,9.303284e-01
1.470000e+00,5.660269e-01
1.475000e+00,-3.149467e-02
1.480000e+00,-6.039799e-01
1.485000e+00,-9.630590e-01
1.490000e+00,-9.359895e-01
1.495000e+00,-5.606847e-01
1.500000e+00,2.248480e-02
1.505000e+00,6.084849e-01
1.510000e+00,9.458765e-01
1.515000e+00,9.326806e-01
1.520000e+00,5.545453e-01
1.525000e+00,-2.212600e-02
1.530000e+00,-6.038205e-01
1.535000e+00,-9.638962e-01
1.540000e+00,-9.385011e-01
1.545000e+00,-5.694953e-01
1.550000e+00,1.949480e-02
1.555000e+00,6.013089e-01
1.560000e+00,9.500625e-01
1.565000e+00,9.394978e-01
1.570000e+00,5.638741e-01
1.575000e+00,-3.500293e-02
1.580000e+00,-6.126709e-01
1.585000e+00,-9.645739e-01
1.590000e+00,-9.451588e-01
1.595000e+00,-5.715285e-01
1.600000e+00,2.380040e-02
1.605000e+00,6.088038e-01
1.610000e+00,9.469130e-01
1.615000e+00,9.316441e-01
1.620000e+00,5.675418e-01
1.625000e+00,-2.312266e-02
1.630000e+00,-6.023055e-01
1.635000e+00,-9.516970e-01
1.640000e+00,-9.359895e-01
1.645000e+00,-5.620402e-01
1.650000e+00,2.882360e-02
1.655000e+00,6.108370e-01
1.660000e+00,9.499030e-01
1.665000e+00,9.393383e-01
1.670000e+00,5.668641e-01
1.675000e+00,-3.452453e-02
1.680000e+00,-6.057739e-01
1.685000e+00,-9.533714e-01
1.690000e+00,-9.453582e-01
1.695000e+00,-5.648708e-01
1.700000e+00,1.778053e-02
1.705000e+00,6.084849e-01
1.710000e+00,9.575574e-01
1.715000e+00,9.301291e-01
1.720000e+00,5.643525e-01
1.725000e+00,-3.428533e-02
1.730000e+00,-6.033022e-01
1.735000e+00,-9.610656e-01
1.740000e+00,-9.478299e-01
1.745000e+00,-5.648708e-01
1.750000e+00,2.746813e-02
1.755000e+00,5.994750e-01
1.760000e+00,9.537302e-01
1.765000e+00,9.411722e-01
1.770000e+00,5.545453e-01
1.775000e+00,-3.017906e-02
1.780000e+00,-6.044982e-01
1.785000e+00,-9.617434e-01
1.790000e+00,-9.454778e-01
1.795000e+00,-5.727245e-01
1.800000e+00,2.830533e-02
1.805000e+00,6.103188e-01
1.810000e+00,9.497435e-01
1.815000e+00,9.404945e-01
1.820000e+00,5.678608e-01
1.825000e+00,-3.229200e-02
1.830000e+00,-6.054949e-01
1.835000e+00,-9.535308e-01
1.840000e+00,-9.381822e-01
1.845000e+00,-5.630369e-01
1.850000e+00,1.997320e-02
1.855000e+00,6.071294e-01
1.860000e+00,9.557634e-01
1.865000e+00,9.311258e-01
1.870000e+00,5.653890e-01
1.875000e+00,-3.496306e-02
1.880000e+00,-6.034617e-01
1.885000e+00,-9.507003e-01
1.890000e+00,-9.455177e-01
1.895000e+00,-5.703325e-01
1.900000e+00,1.746160e-02
1.905000e+00,6.066510e-01
1.910000e+00,9.473914e-01
1.915000e+00,9.379829e-01
1.920000e+00,5.663857e-01
1.925000e+00,-2.049147e-02
1.930000e+00,-6.121128e-01
1.935000e+00,-9.620225e-01
1.940000e+00,-9.365078e-01
1.945000e+00,-5.606847e-01
1.950000e+00,1.945493e-02
1.955000e+00,6.104782e-01
1.960000e+00,9.463549e-01
1.965000e+00,9.396573e-01
1.970000e+00,5.667046e-01
1.975000e+00,-2.176720e-02
1.980000e+00,-6.121526e-01
1.985000e+00,-9.619029e-01
1.990000e+00,-9.359895e-01
1.995000e+00,-5.603658e-01
2.000000e+00,1.682373e-02
2.005000e+00,6.011096e-01
2.010000e+00,9.437237e-01
2.015000e+00,9.298102e-01
2.020000e+00,5.613625e-01
2.025000e+00,-3.532187e-02
2.030000e+00,-6.046577e-01
2.035000e+00,-9.628995e-01
2.040000e+00,-9.469927e-01
2.045000e+00,-5.610436e-01
2.050000e+00,1.945493e-02
2.055000e+00,6.074882e-01
2.060000e+00,9.466738e-01
2.065000e+00,9.321623e-01
2.070000e+00,5.683790e-01
2.075000e+00,-3.428533e-02
2.080000e+00,-6.121526e-01
2.085000e+00,-9.507003e-01
2.090000e+00,-9.369862e-01
2.095000e+00,-5.702129e-01
2.100000e+00,2.615253e-02
2.105000e+00,5.967641e-01
2.110000e+00,9.479097e-01
2.115000e+00,9.411722e-01
2.120000e+00,5.580137e-01
2.125000e+00,-2.212600e-02
2.130000e+00,-6.157805e-01
2.135000e+00,-9.560026e-01
2.140000e+00,-9.366673e-01
2.145000e+00,-5.670236e-01
2.150000e+00,1.945493e-02
2.155000e+00,6.074882e-01
2.160000e+00,9.458765e-01
2.165000e+00,9.416904e-01
2.170000e+00,5.643525e-01
2.175000e+00,-3.296973e-02
2.180000e+00,-6.063321e-01
2.185000e+00,-9.522153e-01
2.190000e+00,-9.477103e-01
2.195000e+00,-5.651498e-01
2.200000e+00,1.913600e-02
2.205000e+00,6.073288e-01
2.210000e+00,9.476705e-01
2.215000e+00,9.376639e-01
2.220000e+00,5.588908e-01
2.225000e+00,-3.213253e-02
2.230000e+00,-6.052955e-01
2.235000e+00,-9.532119e-01
2.240000e+00,-9.329996e-01
2.245000e+00,-5.722062e-01
2.250000e+00,1.694333e-02
2.255000e+00,6.068105e-01
2.260000e+00,9.578763e-01
2.265000e+00,9.310062e-01
2.270000e+00,5.653890e-01
2.275000e+00,-3.428533e-02
2.280000e+00,-6.064517e-01
2.285000e+00,-9.521754e-01
2.290000e+00,-9.465143e-01
2.295000e+00,-5.652295e-01
2.300000e+00,2.013266e-02
2.305000e+00,6.081660e-01
2.310000e+00,9.562019e-01
2.315000e+00,9.433250e-01
2.320000e+00,5.548244e-01
2.325000e+00,-3.065746e-02
2.330000e+00,-6.052955e-01
2.335000e+00,-9.550458e-01
2.340000e+00,-9.478698e-01
2.345000e+00,-5.735617e-01
2.350000e+00,2.850466e-02
2.355000e+00,5.978006e-01
2.360000e+00,9.477103e-01
2.365000e+00,9.396573e-01
2.370000e+00,5.550635e-01
2.375000e+00,-2.431867e-02
2.380000e+00,-6.044982e-01
2.385000e+00,-9.525342e-01
2.390000e+00,-9.463549e-01
2.395000e+00,-5.613625e-01
2.400000e+00,2.814586e-02
2.405000e+00,6.014683e-01
2.410000e+00,9.587135e-01
2.415000e+00,9.401755e-01
2.420000e+00,5.557014e-01
2.425000e+00,-3.631853e-02
2.430000e+00,-6.049766e-01
2.435000e+00,-9.647334e-01
2.440000e+00,-9.483083e-01
2.445000e+00,-5.625186e-01
2.450000e+00,2.029213e-02
2.455000e+00,6.003122e-01
2.460000e+00,9.609062e-01
2.465000e+00,9.423283e-01
2.470000e+00,5.560204e-01
2.475000e+00,-3.113586e-02
2.480000e+00,-6.039799e-01
2.485000e+00,-9.610656e-01
2.490000e+00,-9.400160e-01
2.495000e+00,-5.593691e-01
2.500000e+00,1.829880e-02
2.505000e+00,5.984385e-01
2.510000e+00,9.470326e-01
2.515000e+00,9.319630e-01
2.520000e+00,5.647113e-01
2.525000e+00,-3.296973e-02
2.530000e+00,-6.138270e-01
2.535000e+00,-9.550458e-01
2.540000e+00,-9.458366e-01
2.545000e+00,-5.647113e-01
2.550000e+00,2.950133e-02
2.555000e+00,6.017873e-01
2.560000e+00,9.573979e-01
2.565000e+00,9.418499e-01
2.570000e+00,5.673823e-01
2.575000e+00,-3.316906e-02
2.580000e+00,-6.113154e-01
2.585000e+00,-9.562019e-01
2.590000e+00,-9.453183e-01
2.595000e+00,-5.737212e-01
2.600000e+00,1.562773e-02
2.605000e+00,6.079666e-01
2.610000e+00,9.480691e-01
2.615000e+00,9.414911e-01
2.620000e+00,5.655485e-01
2.625000e+00,-3.344813e-02
2.630000e+00,-6.054949e-01
2.635000e+00,-9.622218e-01
2.640000e+00,-9.495442e-01
2.645000e+00,-5.736813e-01
2.650000e+00,2.997973e-02
2.655000e+00,5.974418e-01
2.660000e+00,9.595507e-01
2.665000e+00,9.436838e-01
2.670000e+00,5.575353e-01
2.675000e+00,-3.129533e-02
2.680000e+00,-6.149831e-01
2.685000e+00,-9.612251e-01
2.690000e+00,-9.448399e-01
2.695000e+00,-5.604854e-01
2.700000e+00,2.013266e-02
2.705000e+00,6.073288e-01
2.710000e+00,9.478698e-01
2.715000e+00,9.309663e-01
2.720000e+00,5.650302e-01
2.725000e+00,-3.328867e-02
2.730000e+00,-6.042989e-01
2.735000e+00,-9.628995e-01
2.740000e+00,-9.445210e-01
2.745000e+00,-5.645120e-01
2.750000e+00,1.801973e-02
2.755000e+00,6.094816e-01
2.760000e+00,9.577169e-01
2.765000e+00,9.316441e-01
2.770000e+00,5.708906e-01
2.775000e+00,-2.997973e-02
2.780000e+00,-6.162987e-01
2.785000e+00,-9.547269e-01
2.790000e+00,-9.355111e-01
2.795000e+00,-5.712095e-01
2.800000e+00,2.029213e-02
2.805000e+00,6.091626e-01
2.810000e+00,9.568797e-01
2.815000e+00,9.295311e-01
2.820000e+00,5.570569e-01
2.825000e+00,-2.431867e-02
2.830000e+00,-6.044982e-01
2.835000e+00,-9.545674e-01
2.840000e+00,-9.368267e-01
2.845000e+00,-5.627180e-01
2.850000e+00,2.615253e-02
2.855000e+00,5.962857e-01
2.860000e+00,9.550458e-01
2.865000e+00,9.400160e-01
2.870000e+00,5.527114e-01
2.875000e+00,-3.213253e-02
2.880000e+00,-6.131493e-01
2.885000e+00,-9.625806e-01
2.890000e+00,-9.496638e-01
2.895000e+00,-5.645518e-01
2.900000e+00,1.443173e-02
2.905000e+00,6.124715e-01
2.910000e+00,9.487070e-01
2.915000e+00,9.426871e-01
2.920000e+00,5.560204e-01
2.925000e+00,-2.950133e-02
2.930000e+00,-6.036610e-01
2.935000e+00,-9.540491e-01
2.940000e+00,-9.479894e-01
2.945000e+00,-5.635552e-01
2.950000e+00,1.913600e-02
2.955000e+00,6.108370e-01
2.960000e+00,9.558830e-01
2.965000e+00,9.335178e-01
2.970000e+00,5.692162e-01
2.975000e+00,-2.978040e-02
2.980000e+00,-6.162987e-01
2.985000e+00,-9.608663e-01
2.990000e+00,-9.391789e-01
2.995000e+00,-5.645518e-01
3.000000e+00,1.762106e-02
3.005000e+00,6.066510e-01
3.010000e+00,9.476705e-01
3.015000e+00,9.451987e-01
3.020000e+00,5.642329e-01
3.025000e+00,-3.396640e-02
3.030000e+00,-6.048172e-01
3.035000e+00,-9.625806e-01
3.040000e+00,-9.356706e-01
3.045000e+00,-5.790234e-01
3.050000e+00,1.614600e-02
3.055000e+00,6.088038e-01
3.060000e+00,9.565607e-01
3.065000e+00,9.421688e-01
3.070000e+00,5.683790e-01
3.075000e+00,-2.332200e-02
3.080000e+00,-6.083254e-01
3.085000e+00,-9.620623e-01
3.090000e+00,-9.345145e-01
3.095000e+00,-5.618808e-01
3.100000e+00,2.950133e-02
3.105000e+00,6.019468e-01
3.110000e+00,9.560425e-01
3.115000e+00,9.386606e-01
3.120000e+00,5.657080e-01
3.125000e+00,-3.197306e-02
3.130000e+00,-6.033022e-01
3.135000e+00,-9.642550e-01
3.140000e+00,-9.468731e-01
3.145000e+00,-5.659870e-01
3.150000e+00,1.694333e-02
3.155000e+00,6.051361e-01
3.160000e+00,9.569196e-01
3.165000e+00,9.318035e-01
3.170000e+00,5.677412e-01
3.175000e+00,-3.165413e-02
3.180000e+00,-6.056544e-01
3.185000e+00,-9.522153e-01
3.190000e+00,-9.398566e-01
3.195000e+00,-5.620402e-01
3.200000e+00,1.861773e-02
3.205000e+00,6.078072e-01
3.210000e+00,9.485077e-01
3.215000e+00,9.398167e-01
3.220000e+00,5.661864e-01
3.225000e+00,-3.245147e-02
3.230000e+00,-6.141459e-01
3.235000e+00,-9.603879e-01
3.240000e+00,-9.471921e-01
3.245000e+00,-5.630369e-01
3.250000e+00,1.530880e-02
3.255000e+00,6.073288e-01
3.260000e+00,9.563614e-01
3.265000e+00,9.336374e-01
3.270000e+00,5.715684e-01
3.275000e+00,-3.480360e-02
3.280000e+00,-6.041394e-01
3.285000e+00,-9.552053e-01
3.290000e+00,-9.481887e-01
3.295000e+00,-5.657080e-01
3.300000e+00,1.913600e-02
3.305000e+00,6.089633e-01
3.310000e+00,9.472319e-01
3.315000e+00,9.324812e-01
3.320000e+00,5.675418e-01
3.325000e+00,-3.077707e-02
3.330000e+00,-6.014683e-01
3.335000e+00,-9.622218e-01
3.340000e+00,-9.473116e-01
3.345000e+00,-5.668641e-01
3.350000e+00,1.295667e-02
3.355000e+00,5.994750e-01
3.360000e+00,9.563614e-01
3.365000e+00,9.389795e-01
3.370000e+00,5.600469e-01
3.375000e+00,-3.285013e-02
3.380000e+00,-6.036610e-01
3.385000e+00,-9.542086e-01
3.390000e+00,-9.491854e-01
3.395000e+00,-5.653492e-01
3.400000e+00,2.196653e-02
3.405000e+00,5.976810e-01
3.410000e+00,9.552053e-01
3.415000e+00,9.354712e-01
3.420000e+00,5.555419e-01
3.425000e+00,-3.300960e-02
3.430000e+00,-6.056544e-01
3.435000e+00,-9.665274e-01
3.440000e+00,-9.400160e-01
3.445000e+00,-5.627180e-01
3.450000e+00,2.228547e-02
3.455000e+00,6.088437e-01
3.460000e+00,9.555641e-01
3.465000e+00,9.336374e-01
3.470000e+00,5.665451e-01
3.475000e+00,-3.233187e-02
3.480000e+00,-6.006312e-01
3.485000e+00,-9.624211e-01
3.490000e+00,-9.478698e-01
3.495000e+00,-5.635552e-01
3.500000e+00,1.929547e-02
3.505000e+00,6.091626e-01
3.510000e+00,9.467137e-01
3.515000e+00,9.423283e-01
3.520000e+00,5.680601e-01
3.525000e+00,-3.344813e-02
3.530000e+00,-6.039799e-01
3.535000e+00,-9.545674e-01
3.540000e+00,-9.453582e-01
3.545000e+00,-5.641531e-01
3.550000e+00,1.813933e-02
3.555000e+00,6.106377e-01
3.560000e+00,9.463947e-01
3.565000e+00,9.315245e-01
3.570000e+00,5.663857e-01
3.575000e+00,-3.097640e-02
3.580000e+00,-6.060929e-01
3.585000e+00,-9.668862e-01
3.590000e+00,-9.481887e-01
3.595000e+00,-5.612030e-01
3.600000e+00,1.945493e-02
3.605000e+00,6.091626e-01
3.610000e+00,9.567600e-01
3.615000e+00,9.321623e-01
3.620000e+00,5.655485e-01
3.625000e+00,-1.997320e-02
3.630000e+00,-6.028238e-01
3.635000e+00,-9.523747e-01
3.640000e+00,-9.488664e-01
3.645000e+00,-5.612030e-01
3.650000e+00,1.718253e-02
3.655000e+00,6.064916e-01
3.660000e+00,9.570391e-01
3.665000e+00,9.458366e-01
3.670000e+00,5.548244e-01
3.675000e+00,-3.213253e-02
3.680000e+00,-6.150230e-01
3.685000e+00,-9.617434e-01
3.690000e+00,-9.478299e-01
3.695000e+00,-5.631565e-01
3.700000e+00,2.997973e-02
3.705000e+00,6.062922e-01
3.710000e+00,9.588730e-01
3.715000e+00,9.334779e-01
3.720000e+00,5.657080e-01
3.725000e+00,-3.281026e-02
3.730000e+00,-6.052955e-01
3.735000e+00,-9.553647e-01
3.740000e+00,-9.466339e-01
3.745000e+00,-5.657080e-01
3.750000e+00,1.678387e-02
3.755000e+00,6.096410e-01
3.760000e+00,9.563614e-01
3.765000e+00,9.306872e-01
3.770000e+00,5.637146e-01
3.775000e+00,-3.269066e-02
3.780000e+00,-6.170164e-01
3.785000e+00,-9.618630e-01
3.790000e+00,-9.385011e-01
3.795000e+00,-5.630369e-01
3.800000e+00,1.845827e-02
3.805000e+00,5.970033e-01
3.810000e+00,9.453980e-01
3.815000e+00,9.312055e-01
3.820000e+00,5.598475e-01
3.825000e+00,-2.196653e-02
3.830000e+00,-6.143054e-01
3.835000e+00,-9.578763e-01
3.840000e+00,-9.367868e-01
3.845000e+00,-5.641930e-01
3.850000e+00,1.861773e-02
3.855000e+00,5.982790e-01
3.860000e+00,9.588730e-01
3.865000e+00,9.425277e-01
3.870000e+00,5.590502e-01
3.875000e+00,-3.328867e-02
3.880000e+00,-6.042989e-01
3.885000e+00,-9.518564e-01
3.890000e+00,-9.365078e-01
3.895000e+00,-5.708507e-01
3.900000e+00,1.730213e-02
3.905000e+00,5.996345e-01
3.910000e+00,9.466738e-01
3.915000e+00,9.313251e-01
3.920000e+00,5.678608e-01
3.925000e+00,-3.033853e-02
3.930000e+00,-6.153021e-01
3.935000e+00,-9.532119e-01
3.940000e+00,-9.403350e-01
3.945000e+00,-5.665053e-01
3.950000e+00,1.766093e-02
3.955000e+00,6.062922e-01
3.960000e+00,9.508997e-01
3.965000e+00,9.328002e-01
3.970000e+00,5.658674e-01
3.975000e+00,-3.149467e-02
3.980000e+00,-6.044982e-01
3.985000e+00,-9.615440e-01
3.990000e+00,-9.361490e-01
3.995000e+00,-5.740401e-01
4.000000e+00,1.730213e-02
4.005000e+00,6.052955e-01
4.010000e+00,9.465542e-01
4.015000e+00,9.413317e-01
4.020000e+00,5.618409e-01
4.025000e+00,-3.261093e-02
4.030000e+00,-6.048172e-01
4.035000e+00,-9.633779e-01
4.040000e+00,-9.371855e-01
4.045000e+00,-5.645518e-01
4.050000e+00,1.877720e-02
4.055000e+00,5.984385e-01
4.060000e+00,9.469130e-01
4.065000e+00,9.313251e-01
4.070000e+00,5.567380e-01
4.075000e+00,-2.232533e-02
4.080000e+00,-6.036610e-01
4.085000e+00,-9.635773e-01
4.090000e+00,-9.448399e-01
4.095000e+00,-5.648708e-01
4.100000e+00,1.678387e-02
4.105000e+00,6.083254e-01
4.110000e+00,9.558830e-01
4.115000e+00,9.428466e-01
4.120000e+00,5.661864e-01
4.125000e+00,-2.280373e-02
4.130000e+00,-6.019866e-01
4.135000e+00,-9.540491e-01
4.140000e+00,-9.493847e-01
4.145000e+00,-5.714089e-01
4.150000e+00,1.877720e-02
4.155000e+00,6.084849e-01
4.160000e+00,9.455177e-01
4.165000e+00,9.396573e-01
4.170000e+00,5.640336e-01
4.175000e+00,-3.061760e-02
4.180000e+00,-6.129500e-01
4.185000e+00,-9.542086e-01
4.190000e+00,-9.471921e-01
4.195000e+00,-5.715285e-01
4.200000e+00,2.128880e-02
4.205000e+00,6.069700e-01
4.210000e+00,9.473515e-01
4.215000e+00,9.316441e-01
4.220000e+00,5.565386e-01
4.225000e+00,-3.217240e-02
